Word,LFS,PLFS,RLP,HLT,WSA,OS,ODS,ExpectedGuesses
QUANK,0.733,0.601,0.0,0.71,0.34,1.0,0.581,4.534
SHALE,0.322,0.406,0.0,0.138,0.204,0.63,0.287,3.504
KIEFS,0.507,0.464,0.0,0.861,0.674,1.0,0.577,4.52
CLOCK,0.739,0.614,1.0,0.661,0.369,0.038,0.587,4.554
NERKS,0.421,0.363,0.0,0.456,0.301,1.0,0.423,3.98
CALMY,0.647,0.436,0.0,0.746,0.442,1.0,0.555,4.442
BOBAC,0.637,0.532,1.0,0.679,0.411,1.0,0.703,4.96
POUTY,0.691,0.422,0.0,0.387,0.408,0.821,0.478,4.173
JINNE,0.608,0.541,1.0,0.761,0.42,1.0,0.71,4.985
ANTIC,0.548,0.67,0.0,0.009,0.064,0.695,0.353,3.736
ANGEL,0.455,0.58,0.0,0.072,0.179,0.04,0.244,3.354
WHAMS,0.58,0.468,0.0,0.611,0.493,1.0,0.531,4.358
TATER,0.354,0.353,1.0,0.006,0.23,0.689,0.43,4.005
SPODS,0.411,0.376,1.0,0.625,0.75,1.0,0.665,4.828
VEERY,0.485,0.548,1.0,0.169,0.426,1.0,0.593,4.576
HEAME,0.363,0.482,1.0,0.064,0.255,1.0,0.511,4.288
UNMET,0.58,0.624,0.0,0.481,0.252,0.648,0.446,4.061
EPHAH,0.546,0.797,1.0,0.798,0.445,1.0,0.742,5.097
TONAL,0.468,0.422,0.0,0.457,0.259,0.636,0.383,3.84
GONER,0.488,0.341,0.0,0.07,0.465,0.777,0.37,3.795
PAUAS,0.347,0.25,1.0,0.635,0.654,1.0,0.618,4.663
RUVID,0.728,0.639,0.0,0.939,0.295,1.0,0.613,4.646
MAIST,0.413,0.432,0.0,0.119,0.195,1.0,0.365,3.778
ERUPT,0.538,0.701,0.0,0.656,0.095,0.679,0.454,4.089
AMORE,0.347,0.574,0.0,0.096,0.066,0.61,0.289,3.512
SICKO,0.549,0.544,0.0,0.667,0.192,0.754,0.461,4.114
FELLY,0.624,0.503,1.0,0.442,0.629,0.706,0.648,4.768
JIMPY,0.848,0.662,0.0,0.977,0.933,1.0,0.748,5.118
CROME,0.511,0.53,0.0,0.286,0.247,0.824,0.411,3.938
SISES,0.117,0.192,1.0,0.029,0.574,1.0,0.448,4.068
HONEY,0.561,0.323,0.0,0.233,0.739,0.1,0.35,3.725
VACAY,0.589,0.523,1.0,0.505,0.539,1.0,0.682,4.887
RENTS,0.356,0.321,0.0,0.019,0.126,0.477,0.23,3.305
FENKS,0.538,0.376,0.0,0.722,0.626,1.0,0.543,4.4
HOSEY,0.432,0.397,0.0,0.431,0.796,1.0,0.502,4.257
PUFFY,0.907,0.642,1.0,0.981,0.908,0.287,0.799,5.296
ASKAR,0.31,0.701,1.0,0.712,0.265,0.884,0.612,4.642
PATEE,0.305,0.277,1.0,0.098,0.215,1.0,0.465,4.128
DOWNY,0.749,0.547,0.0,0.826,0.77,0.68,0.611,4.639
APHID,0.624,0.733,0.0,0.649,0.647,0.679,0.562,4.467
DONKO,0.633,0.5,1.0,0.768,0.768,1.0,0.764,5.174
VAMPY,0.741,0.574,0.0,0.863,0.901,1.0,0.686,4.901
RAINS,0.344,0.264,0.0,0.107,0.179,0.458,0.237,3.33
CRAPS,0.45,0.371,0.0,0.726,0.237,0.168,0.338,3.683
AMAHS,0.379,0.458,1.0,0.868,0.267,1.0,0.634,4.719
CRAVE,0.501,0.513,0.0,0.472,0.206,0.584,0.391,3.868
BOSSA,0.283,0.523,1.0,0.456,0.589,0.658,0.555,4.442
ACCHA,0.554,0.749,1.0,0.461,0.328,1.0,0.669,4.842
DEELY,0.451,0.489,1.0,0.306,0.566,1.0,0.617,4.659
HOONS,0.472,0.324,1.0,0.19,0.881,1.0,0.627,4.694
RIZAS,0.444,0.457,0.0,0.827,0.234,1.0,0.489,4.212
PRADS,0.434,0.345,0.0,0.374,0.131,1.0,0.386,3.851
CROWS,0.559,0.434,0.0,0.67,0.309,0.574,0.438,4.033
CASUS,0.347,0.355,1.0,0.289,0.285,0.874,0.507,4.274
GREGO,0.542,0.635,1.0,0.529,0.294,1.0,0.654,4.789
KUFIS,0.659,0.534,0.0,0.948,0.785,1.0,0.655,4.792
DEFIS,0.474,0.461,0.0,0.308,0.516,1.0,0.461,4.114
PLEBS,0.484,0.439,0.0,0.685,0.682,1.0,0.542,4.397
BAYTS,0.499,0.362,0.0,0.702,0.474,1.0,0.505,4.268
FOGOU,0.698,0.611,1.0,0.514,0.883,1.0,0.776,5.216
BLOOM,0.631,0.584,1.0,0.459,0.867,0.183,0.622,4.677
TIARS,0.336,0.311,0.0,0.127,0.043,1.0,0.306,3.571
AGONS,0.412,0.457,0.0,0.327,0.487,1.0,0.444,4.054
HOVEL,0.605,0.491,0.0,0.334,0.733,0.793,0.504,4.264
ROKER,0.45,0.443,1.0,0.366,0.455,0.692,0.556,4.446
CODEX,0.647,0.432,0.0,0.373,0.303,0.582,0.415,3.952
YAJNA,0.563,0.656,1.0,0.999,0.798,1.0,0.809,5.332
KINOS,0.507,0.401,0.0,0.319,0.705,1.0,0.491,4.218
TIYIN,0.635,0.628,1.0,0.877,0.269,1.0,0.725,5.038
SALSE,0.143,0.332,1.0,0.212,0.247,1.0,0.454,4.089
REORG,0.447,0.532,1.0,0.281,0.44,0.67,0.55,4.425
STOWS,0.422,0.408,1.0,0.327,0.515,1.0,0.593,4.576
SPOSH,0.436,0.553,1.0,0.524,0.726,1.0,0.679,4.876
ENDER,0.384,0.63,1.0,0.008,0.334,0.651,0.489,4.212
RHEME,0.444,0.599,1.0,0.408,0.239,1.0,0.598,4.593
TIRLS,0.448,0.309,0.0,0.571,0.16,1.0,0.418,3.963
FIDGE,0.657,0.617,0.0,0.744,0.355,1.0,0.572,4.502
KICKS,0.665,0.516,1.0,0.727,0.434,0.264,0.607,4.624
HAPAX,0.612,0.566,1.0,0.745,0.901,1.0,0.785,5.248
FRIER,0.495,0.442,1.0,0.177,0.339,1.0,0.567,4.484
BARNY,0.594,0.342,0.0,0.634,0.456,1.0,0.513,4.296
BLURT,0.681,0.612,0.0,0.555,0.116,0.753,0.476,4.166
FORAM,0.556,0.431,0.0,0.137,0.378,0.689,0.384,3.844
COWLS,0.59,0.39,0.0,0.81,0.428,1.0,0.542,4.397
KORMA,0.538,0.495,0.0,0.592,0.378,1.0,0.504,4.264
SPARK,0.467,0.503,0.0,0.486,0.276,0.207,0.338,3.683
EDGES,0.35,0.49,1.0,0.38,0.681,0.128,0.489,4.212
NEUMS,0.459,0.46,0.0,0.782,0.563,1.0,0.536,4.376
TEWIT,0.567,0.592,1.0,0.175,0.225,1.0,0.591,4.568
CAPAX,0.604,0.513,1.0,0.759,0.533,1.0,0.722,5.027
HUIAS,0.454,0.359,0.0,0.769,0.544,1.0,0.514,4.299
TERTS,0.348,0.276,1.0,0.047,0.183,1.0,0.463,4.12
PINEY,0.574,0.312,0.0,0.357,0.637,0.669,0.44,4.04
PADAM,0.518,0.482,1.0,0.438,0.719,1.0,0.675,4.863
MIAIS,0.391,0.284,1.0,0.393,0.236,1.0,0.535,4.373
DONOR,0.534,0.47,1.0,0.094,0.348,0.141,0.441,4.044
BRICK,0.749,0.583,0.0,0.484,0.28,0.124,0.408,3.928
PLAZA,0.547,0.554,1.0,0.93,0.49,0.07,0.593,4.576
PULAO,0.53,0.493,0.0,0.894,0.641,1.0,0.587,4.554
GUARD,0.601,0.512,0.0,0.689,0.162,0.047,0.362,3.767
KINDA,0.597,0.582,0.0,0.194,0.596,0.177,0.382,3.837
SQUAT,0.538,0.548,0.0,0.892,0.271,0.613,0.483,4.19
YESKS,0.37,0.503,1.0,0.797,0.704,1.0,0.693,4.926
ECARD,0.436,0.641,0.0,0.227,0.065,0.503,0.324,3.634
FRITS,0.534,0.394,0.0,0.242,0.156,0.698,0.357,3.75
SOMAN,0.393,0.403,0.0,0.087,0.516,0.732,0.359,3.756
ASWAY,0.408,0.668,1.0,0.616,0.606,1.0,0.686,4.901
MAJAS,0.434,0.373,1.0,0.867,0.82,1.0,0.718,5.013
PUPAS,0.504,0.396,1.0,0.641,0.658,1.0,0.68,4.88
ZAMAN,0.557,0.568,1.0,0.541,0.826,0.685,0.682,4.887
DUROY,0.647,0.477,0.0,0.673,0.345,1.0,0.536,4.376
CIVIE,0.604,0.561,1.0,0.557,0.176,1.0,0.645,4.758
SETON,0.339,0.461,0.0,0.021,0.345,0.591,0.297,3.54
AMENE,0.313,0.585,1.0,0.1,0.14,1.0,0.502,4.257
STYMY,0.638,0.64,1.0,0.788,0.475,1.0,0.745,5.108
SUBAS,0.36,0.338,1.0,0.641,0.562,1.0,0.621,4.674
AWARI,0.429,0.601,1.0,0.481,0.122,1.0,0.588,4.558
AXONE,0.459,0.579,0.0,0.892,0.124,1.0,0.504,4.264
GABBY,0.744,0.569,1.0,0.917,0.901,0.675,0.795,5.283
FLARY,0.604,0.53,0.0,0.525,0.304,1.0,0.505,4.268
TWALS,0.477,0.412,0.0,0.579,0.326,1.0,0.467,4.134
SQUIZ,0.738,0.604,0.0,0.981,0.64,1.0,0.668,4.838
DUADS,0.484,0.366,1.0,0.748,0.306,1.0,0.634,4.719
SOUPY,0.569,0.403,0.0,0.732,0.745,0.72,0.532,4.362
DUNSH,0.631,0.581,0.0,0.531,0.647,1.0,0.572,4.502
PLOOT,0.568,0.543,1.0,0.456,0.471,1.0,0.662,4.817
PUTTU,0.723,0.569,1.0,0.686,0.433,1.0,0.734,5.069
ANLAS,0.283,0.421,1.0,0.259,0.463,1.0,0.542,4.397
TORCH,0.651,0.461,0.0,0.14,0.207,0.298,0.329,3.652
HOMED,0.586,0.431,0.0,0.115,0.709,0.693,0.439,4.036
SEROW,0.384,0.396,0.0,0.069,0.315,1.0,0.363,3.77
BLOGS,0.579,0.421,0.0,0.766,0.878,0.021,0.458,4.103
AGIST,0.432,0.635,0.0,0.273,0.168,1.0,0.419,3.966
TANKA,0.472,0.445,1.0,0.623,0.423,0.695,0.596,4.586
PRIMA,0.543,0.542,0.0,0.281,0.258,0.319,0.346,3.711
VOBLA,0.621,0.62,0.0,0.804,0.699,1.0,0.624,4.684
FLOSH,0.595,0.637,0.0,0.681,0.746,1.0,0.608,4.628
TAMAS,0.321,0.305,1.0,0.203,0.466,0.694,0.48,4.18
RAVER,0.418,0.43,1.0,0.138,0.3,0.681,0.487,4.204
VEGAS,0.426,0.461,0.0,0.441,0.354,0.022,0.298,3.543
ROVES,0.395,0.284,0.0,0.168,0.389,1.0,0.375,3.812
OMMEL,0.537,0.633,1.0,0.344,0.733,1.0,0.691,4.918
GODET,0.547,0.433,0.0,0.432,0.304,1.0,0.462,4.117
SUJEE,0.395,0.409,1.0,0.974,0.274,1.0,0.647,4.764
CERNE,0.4,0.398,1.0,0.156,0.204,1.0,0.514,4.299
HALON,0.526,0.501,0.0,0.059,0.59,0.691,0.408,3.928
AXILS,0.481,0.452,0.0,0.94,0.485,1.0,0.552,4.432
EATEN,0.27,0.425,1.0,0.008,0.252,0.293,0.364,3.774
DORMS,0.499,0.299,0.0,0.525,0.344,0.662,0.399,3.896
CHIVA,0.695,0.613,0.0,0.515,0.286,1.0,0.536,4.376
SONNE,0.347,0.307,1.0,0.252,0.328,0.671,0.47,4.145
KINGS,0.62,0.428,0.0,0.407,0.789,0.067,0.409,3.932
ROYST,0.467,0.606,0.0,0.569,0.196,1.0,0.472,4.152
ALBUM,0.643,0.733,0.0,0.763,0.57,0.013,0.473,4.156
GROOF,0.638,0.61,1.0,0.382,0.433,1.0,0.673,4.856
BUDDY,0.826,0.596,1.0,0.936,0.865,0.042,0.722,5.027
DINIC,0.673,0.54,1.0,0.085,0.366,1.0,0.617,4.659
ERHUS,0.431,0.624,0.0,0.733,0.237,1.0,0.497,4.24
QUOIT,0.701,0.604,0.0,0.91,0.333,1.0,0.602,4.607
VITTA,0.589,0.617,1.0,0.255,0.269,1.0,0.618,4.663
COXIB,0.78,0.596,0.0,0.951,0.378,1.0,0.634,4.719
TITHI,0.641,0.628,1.0,0.014,0.45,1.0,0.624,4.684
BEMAD,0.526,0.512,0.0,0.31,0.252,1.0,0.443,4.05
GOUTS,0.545,0.346,0.0,0.4,0.425,1.0,0.462,4.117
CHIRU,0.705,0.599,0.0,0.526,0.175,1.0,0.521,4.324
WODGY,0.803,0.591,0.0,0.947,0.867,1.0,0.712,4.992
GUCKS,0.71,0.503,0.0,0.876,0.461,1.0,0.603,4.61
RICIN,0.606,0.606,1.0,0.098,0.2,0.691,0.541,4.394
LIMAN,0.54,0.589,0.0,0.137,0.541,0.79,0.444,4.054
OWNER,0.513,0.548,0.0,0.36,0.465,0.017,0.337,3.68
SPOIL,0.474,0.512,0.0,0.635,0.618,0.561,0.467,4.134
TREWS,0.434,0.462,0.0,0.413,0.143,0.893,0.395,3.883
GAWDS,0.574,0.43,0.0,0.965,0.663,1.0,0.602,4.607
OWNIO,0.599,0.676,1.0,0.594,0.734,1.0,0.75,5.125
GRAMS,0.464,0.407,0.0,0.595,0.288,0.191,0.338,3.683
VAXES,0.478,0.345,0.0,0.912,0.381,1.0,0.515,4.302
TRIGS,0.513,0.409,0.0,0.57,0.164,1.0,0.45,4.075
LEETS,0.253,0.359,1.0,0.193,0.371,1.0,0.502,4.257
QUEME,0.566,0.625,1.0,0.591,0.43,1.0,0.688,4.908
LAXLY,0.666,0.565,1.0,0.977,0.815,1.0,0.82,5.37
DHONI,0.653,0.617,0.0,0.478,0.713,0.75,0.547,4.414
SIDER,0.358,0.379,0.0,0.106,0.208,0.653,0.291,3.518
TABLS,0.452,0.369,0.0,0.57,0.448,1.0,0.471,4.148
SPUER,0.417,0.438,0.0,0.57,0.266,1.0,0.445,4.058
CORED,0.5,0.266,0.0,0.008,0.224,0.688,0.303,3.56
MERIT,0.49,0.431,0.0,0.02,0.11,0.155,0.23,3.305
WHEWS,0.612,0.546,1.0,0.535,0.761,1.0,0.729,5.052
TREIF,0.529,0.586,0.0,0.364,0.079,1.0,0.437,4.03
ELFED,0.49,0.633,1.0,0.594,0.601,1.0,0.697,4.94
CORGI,0.632,0.45,0.0,0.41,0.217,0.599,0.409,3.932
NEWSY,0.52,0.644,0.0,0.746,0.503,0.843,0.54,4.39
IDYLS,0.559,0.666,0.0,0.922,0.691,1.0,0.632,4.712
PRAYS,0.445,0.379,0.0,0.466,0.288,0.67,0.382,3.837
WIGHT,0.812,0.708,0.0,0.698,0.437,0.457,0.548,4.418
GARRI,0.485,0.439,1.0,0.399,0.299,1.0,0.592,4.572
CHADO,0.602,0.572,0.0,0.345,0.201,1.0,0.468,4.138
NONNO,0.551,0.508,1.0,0.317,0.754,1.0,0.675,4.863
GLAZY,0.724,0.578,0.0,0.988,0.49,1.0,0.639,4.736
TENGE,0.447,0.474,1.0,0.044,0.184,0.666,0.467,4.134
PAVES,0.407,0.224,0.0,0.239,0.381,0.683,0.331,3.658
PLINK,0.719,0.552,0.0,0.346,0.627,0.784,0.526,4.341
NAFFS,0.566,0.494,1.0,0.987,0.745,1.0,0.775,5.212
NONAS,0.357,0.297,1.0,0.625,0.612,1.0,0.619,4.666
PIPID,0.701,0.56,1.0,0.811,0.833,1.0,0.806,5.321
MAIKS,0.479,0.27,0.0,0.803,0.572,1.0,0.516,4.306
SMEES,0.178,0.239,1.0,0.277,0.661,1.0,0.521,4.324
SUDDS,0.478,0.386,1.0,0.831,0.726,1.0,0.711,4.988
PLUMP,0.781,0.654,1.0,0.774,0.763,0.295,0.718,5.013
CERED,0.425,0.308,1.0,0.008,0.21,1.0,0.485,4.198
MOONS,0.457,0.274,1.0,0.246,0.881,0.598,0.564,4.474
TARSE,0.233,0.37,0.0,0.083,0.173,1.0,0.302,3.557
BEWET,0.526,0.46,1.0,0.384,0.39,1.0,0.617,4.659
ABACA,0.396,0.611,1.0,0.474,0.158,0.781,0.553,4.436
SAVED,0.397,0.319,0.0,0.276,0.195,0.051,0.225,3.288
SCRAB,0.47,0.48,0.0,0.577,0.238,1.0,0.462,4.117
BYDED,0.674,0.549,1.0,0.662,0.685,1.0,0.753,5.136
MALIC,0.581,0.455,0.0,0.083,0.191,0.697,0.359,3.756
SADHU,0.509,0.505,0.0,0.854,0.524,0.769,0.525,4.338
KAROS,0.374,0.286,0.0,0.49,0.288,1.0,0.403,3.91
TRANS,0.366,0.348,0.0,0.103,0.207,0.07,0.201,3.204
POKIE,0.538,0.473,0.0,0.732,0.363,0.873,0.501,4.254
DOUCE,0.56,0.506,0.0,0.405,0.18,0.694,0.408,3.928
ELEGY,0.48,0.649,1.0,0.678,0.682,0.679,0.673,4.856
CONTO,0.584,0.435,1.0,0.01,0.175,0.674,0.49,4.215
OBEYS,0.437,0.595,0.0,0.775,0.801,0.685,0.538,4.383
NILAS,0.375,0.379,0.0,0.25,0.452,1.0,0.406,3.921
MERRY,0.522,0.416,1.0,0.298,0.397,0.157,0.471,4.148
FIXER,0.642,0.548,0.0,0.878,0.442,0.652,0.538,4.383
ESCOT,0.38,0.782,0.0,0.143,0.279,1.0,0.426,3.991
POISE,0.351,0.387,0.0,0.37,0.261,0.675,0.342,3.697
SOYUZ,0.634,0.543,0.0,0.992,0.745,0.672,0.601,4.604
RAISE,0.211,0.407,0.0,0.135,0.034,0.047,0.146,3.011
PASHM,0.536,0.542,0.0,0.703,0.82,1.0,0.594,4.579
RORTS,0.389,0.245,1.0,0.114,0.225,1.0,0.485,4.198
BONGO,0.659,0.475,1.0,0.292,0.777,0.63,0.641,4.744
ATUAS,0.304,0.463,1.0,0.378,0.225,1.0,0.536,4.376
ASKER,0.299,0.606,0.0,0.453,0.097,0.611,0.34,3.69
AZUKI,0.69,0.721,0.0,0.996,0.647,1.0,0.677,4.87
FALSY,0.517,0.464,0.0,0.693,0.652,1.0,0.551,4.428
CUBEB,0.703,0.522,1.0,0.768,0.344,1.0,0.721,5.024
AQUAS,0.423,0.481,1.0,0.915,0.586,1.0,0.703,4.96
WOLFS,0.624,0.406,0.0,0.922,0.884,0.753,0.601,4.604
ANNUL,0.553,0.64,1.0,0.608,0.521,0.695,0.658,4.803
LUGED,0.621,0.521,0.0,0.628,0.607,1.0,0.569,4.492
SMUGS,0.518,0.436,1.0,0.935,0.753,1.0,0.748,5.118
DRAFT,0.595,0.579,0.0,0.745,0.075,0.029,0.363,3.77
LITED,0.51,0.459,0.0,0.031,0.243,1.0,0.387,3.854
PICHI,0.732,0.637,1.0,0.362,0.482,1.0,0.705,4.967
WEILS,0.443,0.37,0.0,0.569,0.526,1.0,0.481,4.184
GRATE,0.416,0.48,0.0,0.118,0.183,0.64,0.317,3.609
WHINS,0.636,0.462,0.0,0.197,0.734,1.0,0.518,4.313
SIEVE,0.331,0.441,1.0,0.329,0.324,0.621,0.49,4.215
BOKED,0.613,0.411,0.0,0.641,0.709,1.0,0.567,4.484
POLLO,0.565,0.451,1.0,0.344,0.747,0.682,0.625,4.688
BLUNK,0.788,0.628,0.0,0.801,0.644,1.0,0.658,4.803
ESKER,0.288,0.67,1.0,0.333,0.399,0.682,0.535,4.373
EYRES,0.266,0.341,1.0,0.45,0.371,1.0,0.541,4.394
PADAS,0.353,0.292,1.0,0.343,0.637,1.0,0.579,4.526
ILEAC,0.412,0.664,0.0,0.14,0.068,1.0,0.384,3.844
LAWNY,0.649,0.54,0.0,0.884,0.711,1.0,0.633,4.716
CYMAS,0.529,0.473,0.0,0.754,0.449,1.0,0.534,4.369
GUTSY,0.639,0.592,0.0,0.784,0.331,0.688,0.519,4.316
BOMBS,0.625,0.393,1.0,0.785,1.0,0.25,0.67,4.845
ZAWNS,0.594,0.471,0.0,0.951,0.716,1.0,0.619,4.666
CRIER,0.462,0.403,1.0,0.226,0.244,0.671,0.497,4.24
ACERS,0.282,0.471,0.0,0.096,0.035,1.0,0.311,3.588
GUPPY,0.845,0.647,1.0,0.946,0.908,0.686,0.839,5.436
LUSTY,0.575,0.581,0.0,0.433,0.423,0.637,0.455,4.093
DATED,0.453,0.364,1.0,0.049,0.123,0.079,0.356,3.746
RANKE,0.427,0.416,0.0,0.405,0.211,1.0,0.412,3.942
RUSTY,0.544,0.561,0.0,0.436,0.138,0.36,0.36,3.76
OMDEH,0.586,0.654,0.0,0.846,0.687,1.0,0.625,4.688
TAMAL,0.44,0.481,1.0,0.158,0.475,1.0,0.577,4.52
REMAP,0.44,0.57,0.0,0.185,0.314,0.695,0.375,3.812
WERSH,0.492,0.546,0.0,0.218,0.31,1.0,0.434,4.019
TORCS,0.472,0.281,0.0,0.42,0.189,0.778,0.368,3.788
PROAS,0.351,0.322,0.0,0.359,0.208,1.0,0.371,3.798
DHOLL,0.663,0.611,1.0,0.63,0.777,1.0,0.768,5.188
ENARM,0.405,0.657,0.0,0.697,0.239,1.0,0.49,4.215
LOLED,0.48,0.363,1.0,0.181,0.619,1.0,0.594,4.579
WHEAR,0.498,0.619,0.0,0.089,0.338,1.0,0.431,4.008
CUNEI,0.563,0.401,0.0,0.523,0.224,1.0,0.463,4.12
COSET,0.38,0.378,0.0,0.154,0.275,0.751,0.329,3.652
RAFTY,0.607,0.522,0.0,0.673,0.273,1.0,0.522,4.327
JAVEL,0.596,0.508,0.0,0.621,0.384,1.0,0.526,4.341
FIFES,0.524,0.374,1.0,0.456,0.669,1.0,0.656,4.796
GRICE,0.557,0.555,0.0,0.271,0.199,0.687,0.396,3.886
APISH,0.47,0.64,0.0,0.521,0.544,1.0,0.523,4.33
IDANT,0.531,0.664,0.0,0.131,0.071,1.0,0.413,3.946
LOCIE,0.476,0.514,0.0,0.545,0.096,1.0,0.442,4.047
HILLO,0.608,0.583,1.0,0.262,0.708,1.0,0.685,4.898
SLAWS,0.356,0.331,1.0,0.877,0.45,1.0,0.638,4.733
CENTS,0.438,0.3,0.0,0.071,0.231,0.097,0.214,3.249
PLAIN,0.539,0.495,0.0,0.208,0.216,0.042,0.279,3.476
VOLTA,0.558,0.521,0.0,0.714,0.335,0.61,0.466,4.131
GUNDY,0.801,0.539,0.0,0.741,0.774,0.699,0.613,4.646
RINES,0.333,0.223,0.0,0.007,0.295,1.0,0.312,3.592
KEROS,0.363,0.348,0.0,0.214,0.387,1.0,0.383,3.84
CONDO,0.617,0.474,1.0,0.071,0.39,0.155,0.468,4.138
ASANA,0.171,0.577,1.0,0.616,0.245,0.692,0.512,4.292
SPINK,0.601,0.526,0.0,0.573,0.592,0.689,0.507,4.274
PSION,0.485,0.591,0.0,0.279,0.673,0.602,0.443,4.05
YAWNS,0.531,0.461,0.0,0.892,0.716,0.701,0.548,4.418
COYER,0.511,0.434,0.0,0.55,0.333,1.0,0.475,4.162
THEWS,0.526,0.493,0.0,0.199,0.4,1.0,0.445,4.058
CARLS,0.405,0.218,0.0,0.484,0.234,0.814,0.364,3.774
ODYLE,0.526,0.765,0.0,0.862,0.338,1.0,0.576,4.516
CHALS,0.497,0.37,0.0,0.246,0.313,1.0,0.414,3.949
DARKS,0.457,0.27,0.0,0.636,0.276,0.819,0.414,3.949
FATES,0.35,0.215,0.0,0.061,0.265,0.656,0.267,3.434
PONGS,0.569,0.283,0.0,0.307,0.904,1.0,0.516,4.306
HOYED,0.586,0.48,0.0,0.702,0.709,1.0,0.58,4.53
HALAL,0.452,0.465,1.0,0.075,0.811,0.671,0.566,4.481
SORGO,0.434,0.361,1.0,0.5,0.212,1.0,0.569,4.492
ICONS,0.491,0.531,0.0,0.056,0.33,0.073,0.271,3.448
BAFTA,0.544,0.527,1.0,0.696,0.499,0.689,0.648,4.768
BLATE,0.448,0.46,0.0,0.128,0.2,1.0,0.38,3.83
PARES,0.276,0.067,0.0,0.019,0.264,0.696,0.226,3.291
ROWEL,0.503,0.455,0.0,0.328,0.372,1.0,0.449,4.072
HELPS,0.479,0.419,0.0,0.602,0.631,0.034,0.373,3.806
VAKAS,0.441,0.414,1.0,0.839,0.82,1.0,0.721,5.024
THALI,0.546,0.563,0.0,0.023,0.113,0.847,0.368,3.788
LLANO,0.466,0.574,1.0,0.104,0.287,0.677,0.513,4.296
WAMUS,0.549,0.425,0.0,0.633,0.654,1.0,0.544,4.404
DOZES,0.471,0.308,0.0,0.919,0.689,1.0,0.555,4.442
MOBLE,0.555,0.501,0.0,0.558,0.445,0.774,0.48,4.18
MYXOS,0.657,0.577,0.0,0.997,1.0,1.0,0.7,4.95
YEARN,0.406,0.544,0.0,0.436,0.238,0.679,0.386,3.851
RAGGA,0.489,0.563,1.0,0.761,0.459,0.662,0.639,4.736
LILTY,0.645,0.512,1.0,0.481,0.425,1.0,0.674,4.859
UNPAY,0.634,0.708,0.0,0.725,0.691,1.0,0.627,4.694
NIGER,0.516,0.529,0.0,0.228,0.396,0.186,0.33,3.655
SLANK,0.463,0.458,0.0,0.572,0.428,1.0,0.484,4.194
BIFID,0.761,0.608,1.0,0.73,0.833,1.0,0.816,5.356
GAUMS,0.524,0.373,0.0,0.836,0.654,1.0,0.56,4.46
LACES,0.313,0.257,0.0,0.104,0.233,0.646,0.264,3.424
BEKAH,0.573,0.569,0.0,0.961,0.409,0.893,0.568,4.488
FIENT,0.571,0.551,0.0,0.147,0.231,1.0,0.432,4.012
NOWDS,0.584,0.476,0.0,0.88,0.797,1.0,0.619,4.666
VITRO,0.619,0.653,0.0,0.198,0.118,0.2,0.33,3.655
SHYLY,0.65,0.58,1.0,0.917,0.785,0.688,0.758,5.153
HELVE,0.53,0.562,1.0,0.437,0.336,1.0,0.633,4.716
MURRS,0.509,0.323,1.0,0.658,0.345,1.0,0.626,4.691
FIRRY,0.665,0.472,1.0,0.695,0.406,1.0,0.702,4.957
MAIRS,0.38,0.251,0.0,0.385,0.242,1.0,0.377,3.82
LINDY,0.687,0.529,0.0,0.236,0.641,0.639,0.478,4.173
TUTTI,0.632,0.585,1.0,0.353,0.331,0.603,0.589,4.562
KAREE,0.294,0.271,1.0,0.32,0.239,1.0,0.498,4.243
MOBOS,0.512,0.384,1.0,0.682,1.0,0.699,0.693,4.926
LABIS,0.43,0.386,0.0,0.46,0.492,1.0,0.458,4.103
PLUKE,0.635,0.572,0.0,0.91,0.334,1.0,0.581,4.534
INSEE,0.241,0.58,1.0,0.064,0.311,1.0,0.504,4.264
BASIN,0.44,0.479,0.0,0.127,0.486,0.095,0.288,3.508
WINCH,0.807,0.61,0.0,0.16,0.431,0.604,0.473,4.156
ABOUT,0.552,0.65,0.0,0.464,0.239,0.001,0.341,3.694
TIZES,0.466,0.351,0.0,0.628,0.308,1.0,0.46,4.11
GENES,0.325,0.216,1.0,0.04,0.622,0.081,0.375,3.812
PROBE,0.523,0.524,0.0,0.423,0.305,0.104,0.334,3.669
UMIAC,0.61,0.677,0.0,0.58,0.26,1.0,0.53,4.355
SPAER,0.276,0.347,0.0,0.658,0.194,1.0,0.399,3.896
MOOTS,0.45,0.262,1.0,0.411,0.538,0.719,0.552,4.432
SEWEN,0.35,0.389,1.0,0.204,0.527,1.0,0.556,4.446
GRUED,0.59,0.492,0.0,0.686,0.271,1.0,0.515,4.302
SHIST,0.421,0.501,1.0,0.129,0.317,1.0,0.547,4.414
PERKS,0.456,0.284,0.0,0.548,0.347,0.597,0.38,3.83
TOLUS,0.481,0.334,0.0,0.388,0.377,1.0,0.435,4.022
AFIRE,0.414,0.578,0.0,0.489,0.058,0.699,0.377,3.82
POMAS,0.428,0.296,0.0,0.211,0.687,1.0,0.436,4.026
MAPOU,0.575,0.554,0.0,0.309,0.714,1.0,0.53,4.355
GULAG,0.661,0.562,1.0,0.663,0.655,0.683,0.7,4.95
ARIKI,0.5,0.586,1.0,0.621,0.227,1.0,0.64,4.74
JUPES,0.563,0.409,0.0,0.61,0.708,1.0,0.55,4.425
FALSE,0.347,0.454,0.0,0.345,0.249,0.03,0.248,3.368
