Word,LFS,PLFS,RLP,HLT,MatchReduction,AvgElimination,FeedbackGreen,FeedbackYellow,FeedbackGray
KILLS,0.545,0.419,1.0,0.563,27.096,13510.733,0.027,0.173,0.8
SKEIN,0.432,0.535,0.0,0.578,40.291,13999.8,0.053,0.28,0.667
SHOAT,0.4,0.452,0.0,0.375,177.927,14413.067,0.093,0.307,0.6
HURRA,0.53,0.532,1.0,0.677,55.402,13930.333,0.04,0.253,0.707
JUVES,0.618,0.431,0.0,0.862,14.846,12937.867,0.027,0.2,0.773
STROW,0.51,0.515,0.0,0.184,171.678,13889.6,0.067,0.253,0.68
SHALT,0.448,0.45,0.0,0.337,535.461,14196.067,0.16,0.24,0.6
LOLLO,0.52,0.511,1.0,0.321,27.079,13200.467,0.053,0.027,0.92
DUXES,0.554,0.388,0.0,0.952,25.743,13219.4,0.04,0.213,0.747
CHIAS,0.476,0.364,0.0,0.276,93.787,14487.467,0.08,0.307,0.613
TINED,0.52,0.372,0.0,0.007,78.289,14299.533,0.04,0.347,0.613
PLEAD,0.461,0.517,0.0,0.253,68.723,14091.733,0.04,0.307,0.653
PRICY,0.708,0.511,0.0,0.455,281.234,14196.867,0.133,0.133,0.733
VANES,0.372,0.203,0.0,0.089,45.201,13734.933,0.053,0.333,0.613
HAZES,0.432,0.312,0.0,0.763,40.992,13857.733,0.053,0.32,0.627
REMEN,0.394,0.453,1.0,0.031,57.734,13793.733,0.067,0.213,0.72
RUSHY,0.601,0.621,0.0,0.807,80.208,14030.733,0.053,0.2,0.747
ABYSS,0.378,0.605,1.0,0.685,305.213,13398.067,0.067,0.173,0.76
VARES,0.331,0.169,0.0,0.061,106.091,13167.467,0.067,0.36,0.573
GALLY,0.614,0.437,1.0,0.357,29.195,13663.133,0.053,0.16,0.787
DIZEN,0.628,0.54,0.0,0.75,95.174,13899.267,0.04,0.24,0.72
WEDGE,0.558,0.623,1.0,0.619,55.13,13653.2,0.12,0.053,0.827
KANGA,0.534,0.506,1.0,0.454,23.208,13638.8,0.04,0.173,0.787
HAHAM,0.557,0.6,1.0,0.596,22.335,13437.867,0.04,0.147,0.813
NUQUE,0.682,0.72,1.0,0.991,34.253,13944.2,0.12,0.08,0.8
SPURN,0.55,0.579,0.0,0.682,105.549,14198.067,0.067,0.213,0.72
UNTIL,0.637,0.73,0.0,0.108,116.606,14435.467,0.013,0.293,0.693
LAREE,0.226,0.248,1.0,0.061,157.154,13339.133,0.16,0.227,0.613
MIDST,0.561,0.616,0.0,0.405,186.584,14509.333,0.12,0.187,0.693
NAKER,0.427,0.462,0.0,0.864,88.549,13838.867,0.067,0.333,0.6
MENED,0.461,0.344,1.0,0.038,30.275,13648.2,0.027,0.187,0.787
KARSY,0.468,0.435,0.0,0.725,305.961,13520.467,0.093,0.227,0.68
MASKS,0.38,0.351,1.0,0.703,13.627,12975.2,0.04,0.187,0.773
PUCER,0.587,0.46,0.0,0.417,108.058,13839.267,0.04,0.28,0.68
GOORS,0.434,0.312,1.0,0.359,50.792,13732.333,0.04,0.2,0.76
KNOOP,0.643,0.685,1.0,0.758,89.372,13389.867,0.0,0.12,0.88
TICKY,0.764,0.591,0.0,0.689,139.495,14165.667,0.027,0.227,0.747
SARGO,0.37,0.341,0.0,0.533,84.56,13999.2,0.107,0.267,0.627
SPLIT,0.525,0.52,0.0,0.303,1357.237,14375.4,0.12,0.213,0.667
SKEEN,0.329,0.418,1.0,0.581,28.395,13530.4,0.053,0.2,0.747
STOOD,0.439,0.513,1.0,0.231,61.69,13785.2,0.053,0.2,0.747
TOGAE,0.399,0.468,0.0,0.823,318.636,14128.4,0.147,0.28,0.573
SLUSH,0.467,0.566,1.0,0.728,411.382,13743.267,0.147,0.04,0.813
PRISE,0.368,0.491,0.0,0.089,497.095,14439.067,0.24,0.16,0.6
EALES,0.139,0.219,1.0,0.019,127.955,13235.333,0.067,0.307,0.627
EATER,0.229,0.419,1.0,0.003,157.854,13599.467,0.053,0.4,0.547
GLAUR,0.565,0.587,0.0,0.7,100.458,14028.333,0.093,0.227,0.68
PREXY,0.669,0.572,0.0,0.793,49.274,13586.467,0.053,0.2,0.747
RAFFS,0.524,0.454,1.0,0.876,67.505,13409.2,0.067,0.253,0.68
WEKAS,0.419,0.457,0.0,0.86,42.025,13087.333,0.013,0.32,0.667
SNOUT,0.491,0.534,0.0,0.528,213.6,14392.667,0.093,0.213,0.693
COURT,0.619,0.493,0.0,0.133,594.983,14274.267,0.133,0.187,0.68
ILEUS,0.383,0.537,0.0,0.475,205.815,13765.933,0.027,0.32,0.653
PALSY,0.477,0.406,0.0,0.599,116.925,13579.067,0.107,0.187,0.707
SEVIR,0.423,0.504,0.0,0.42,83.699,13831.333,0.067,0.307,0.627
RYNDS,0.558,0.476,0.0,0.72,89.191,13965.267,0.04,0.227,0.733
DUCAL,0.619,0.613,0.0,0.468,88.358,13585.267,0.027,0.253,0.72
OVELS,0.426,0.54,0.0,0.466,27.322,13278.133,0.0,0.28,0.72
JUICE,0.668,0.584,0.0,0.688,143.271,14130.933,0.187,0.093,0.72
PLETS,0.422,0.379,0.0,0.255,664.004,14049.467,0.067,0.307,0.627
WOOFY,0.741,0.515,1.0,0.798,16.157,13469.333,0.027,0.04,0.933
PANTY,0.608,0.349,0.0,0.141,237.462,14072.6,0.08,0.253,0.667
TALAK,0.462,0.434,1.0,0.336,105.922,13551.533,0.067,0.213,0.72
VINAS,0.475,0.38,0.0,0.623,32.247,13939.6,0.013,0.333,0.653
BAPUS,0.524,0.379,0.0,0.695,39.26,13514.533,0.053,0.227,0.72
WEBER,0.492,0.519,1.0,0.307,24.552,13191.733,0.027,0.2,0.773
OLEIN,0.435,0.643,0.0,0.149,76.446,14192.933,0.04,0.293,0.667
GAMED,0.526,0.393,0.0,0.278,47.06,14058.8,0.067,0.253,0.68
TOLAN,0.468,0.44,0.0,0.074,265.689,14303.733,0.053,0.32,0.627
CADEE,0.344,0.335,1.0,0.265,230.706,13538.8,0.187,0.147,0.667
HOUFF,0.827,0.622,1.0,0.768,96.541,13829.467,0.04,0.08,0.88
BIZES,0.529,0.336,0.0,0.845,26.45,13633.933,0.04,0.253,0.707
HOOVE,0.557,0.5,1.0,0.448,23.367,14061.133,0.12,0.08,0.8
DARED,0.419,0.274,1.0,0.042,67.384,13470.133,0.08,0.293,0.627
POUFS,0.608,0.354,0.0,0.894,31.761,13861.0,0.053,0.133,0.813
KUDUS,0.658,0.54,1.0,0.941,37.034,13019.867,0.027,0.107,0.867
URIAL,0.481,0.598,0.0,0.175,224.477,14166.333,0.093,0.28,0.627
HIKOI,0.656,0.686,1.0,0.939,42.493,13955.867,0.013,0.147,0.84
SOAVE,0.314,0.326,0.0,0.552,177.795,13677.933,0.227,0.147,0.627
FICES,0.491,0.335,0.0,0.126,60.901,13841.067,0.04,0.307,0.653
RAMIE,0.375,0.457,0.0,0.365,1427.67,14281.733,0.187,0.253,0.56
TAMMY,0.644,0.504,1.0,0.736,58.091,13728.2,0.067,0.2,0.733
RAREE,0.195,0.227,1.0,0.046,162.75,13165.4,0.187,0.16,0.653
IGAPO,0.545,0.711,0.0,0.626,249.035,14322.467,0.093,0.213,0.693
SETTS,0.26,0.272,1.0,0.224,126.917,13521.867,0.08,0.227,0.693
TARSI,0.336,0.433,0.0,0.113,1639.098,14235.4,0.107,0.387,0.507
MULED,0.602,0.402,0.0,0.432,42.678,13581.133,0.04,0.187,0.773
CHIMB,0.818,0.629,0.0,0.552,90.638,14373.8,0.08,0.12,0.8
EMMAS,0.354,0.556,1.0,0.393,38.187,13402.0,0.013,0.333,0.653
ACUTE,0.463,0.608,0.0,0.35,1665.971,14028.0,0.16,0.28,0.56
UMRAH,0.607,0.637,0.0,0.945,95.254,13960.667,0.04,0.267,0.693
YIELD,0.554,0.602,0.0,0.688,31.065,14048.267,0.013,0.267,0.72
MIREX,0.603,0.366,0.0,0.374,34.062,13936.333,0.04,0.267,0.693
GRIFT,0.717,0.614,0.0,0.627,629.279,14072.467,0.147,0.173,0.68
YABAS,0.384,0.415,1.0,0.663,20.54,13163.4,0.04,0.2,0.76
KILEY,0.587,0.417,0.0,0.579,36.161,13914.867,0.04,0.213,0.747
RERAN,0.328,0.436,1.0,0.001,150.958,13758.133,0.053,0.347,0.6
FESTY,0.508,0.542,0.0,0.213,65.974,13890.8,0.053,0.28,0.667
PINGA,0.603,0.503,0.0,0.271,76.425,14005.0,0.027,0.293,0.68
SEARE,0.107,0.317,1.0,0.012,474.376,13240.333,0.227,0.2,0.573
MELAM,0.472,0.491,1.0,0.214,84.395,13511.133,0.027,0.28,0.693
UNDUE,0.595,0.758,1.0,0.557,111.636,13925.8,0.107,0.12,0.773
SIGNA,0.439,0.508,0.0,0.926,200.655,14155.867,0.107,0.267,0.627
LIMBI,0.686,0.681,1.0,0.691,35.38,13854.667,0.027,0.12,0.853
PERSP,0.433,0.475,1.0,0.21,232.008,13807.667,0.08,0.24,0.68
CRAMP,0.615,0.565,0.0,0.543,203.842,13669.6,0.133,0.187,0.68
MIKOS,0.543,0.453,0.0,0.916,28.54,13772.133,0.013,0.2,0.787
VEERS,0.32,0.418,1.0,0.1,46.217,13080.933,0.027,0.267,0.707
MOOLI,0.546,0.458,1.0,0.398,37.929,13931.133,0.027,0.147,0.827
SACKS,0.386,0.287,1.0,0.622,54.397,13090.333,0.08,0.187,0.733
STURT,0.5,0.571,1.0,0.229,230.711,14039.067,0.133,0.173,0.693
CHUNK,0.834,0.645,0.0,0.795,122.326,14351.733,0.08,0.093,0.827
PLAAS,0.318,0.302,1.0,0.685,58.93,13681.4,0.107,0.173,0.72
STOKE,0.397,0.494,0.0,0.37,182.204,13910.067,0.147,0.2,0.653
LOWLY,0.703,0.562,1.0,0.844,16.442,13377.2,0.027,0.067,0.907
TURPS,0.542,0.358,0.0,0.794,102.743,14275.133,0.053,0.28,0.667
CONGO,0.646,0.479,1.0,0.13,86.291,14054.467,0.067,0.107,0.827
POLED,0.525,0.302,0.0,0.204,43.899,13749.733,0.067,0.187,0.747
CHAYA,0.549,0.588,1.0,0.534,84.475,13890.8,0.093,0.147,0.76
YEADS,0.343,0.393,0.0,0.565,94.46,13827.467,0.08,0.293,0.627
GUCKY,0.875,0.632,0.0,0.955,26.48,14001.6,0.013,0.107,0.88
TACIT,0.54,0.507,1.0,0.244,318.263,14050.467,0.12,0.253,0.627
BORDE,0.513,0.379,0.0,0.299,60.961,13794.067,0.147,0.147,0.707
ALULA,0.42,0.619,1.0,0.439,73.922,13092.6,0.067,0.133,0.8
NEGRI,0.516,0.662,0.0,0.43,102.989,14224.4,0.053,0.32,0.627
DEERS,0.255,0.364,1.0,0.092,53.068,13395.733,0.04,0.28,0.68
TUCKS,0.648,0.479,0.0,0.807,137.047,13788.933,0.027,0.24,0.733
ELEMI,0.395,0.705,1.0,0.256,38.467,13936.333,0.027,0.227,0.747
AWAYS,0.408,0.473,1.0,0.82,39.811,13462.933,0.093,0.133,0.773
BETHS,0.501,0.412,0.0,0.401,136.473,14081.133,0.04,0.32,0.64
OFURO,0.603,0.758,1.0,0.376,150.466,14021.333,0.04,0.133,0.827
DAHLS,0.48,0.422,0.0,0.945,53.211,13942.6,0.053,0.267,0.68
MORRA,0.439,0.404,1.0,0.317,34.85,13680.733,0.053,0.227,0.72
ABEAR,0.302,0.604,1.0,0.209,72.345,13443.733,0.027,0.333,0.64
SLAYS,0.313,0.332,1.0,0.717,130.039,13488.067,0.133,0.133,0.733
PONGY,0.734,0.413,0.0,0.44,131.723,13738.533,0.04,0.12,0.84
PURPY,0.75,0.458,1.0,0.903,40.023,13771.867,0.053,0.107,0.84
DOBLA,0.556,0.566,0.0,0.637,54.245,13417.467,0.04,0.213,0.747
BLEAK,0.513,0.558,0.0,0.46,79.929,13244.6,0.04,0.267,0.693
GEBUR,0.619,0.65,0.0,0.542,38.102,13799.2,0.013,0.267,0.72
OOJAH,0.583,0.645,1.0,0.976,22.737,13887.8,0.053,0.16,0.787
PANDY,0.64,0.388,0.0,0.346,73.433,13611.8,0.053,0.2,0.747
UNOLD,0.642,0.674,0.0,0.495,76.832,13729.8,0.0,0.187,0.813
WHEEN,0.529,0.529,1.0,0.147,24.465,14010.267,0.013,0.2,0.787
GLEES,0.315,0.315,1.0,0.349,55.919,13540.0,0.04,0.227,0.733
ENSEW,0.35,0.639,1.0,0.139,16.886,13446.067,0.013,0.24,0.747
HERYE,0.445,0.511,1.0,0.225,64.013,14015.6,0.12,0.147,0.733
NODUM,0.688,0.646,0.0,0.695,207.167,13711.533,0.053,0.107,0.84
FLOOR,0.574,0.603,1.0,0.512,40.824,13982.4,0.04,0.147,0.813
VOLTI,0.65,0.545,0.0,0.643,203.489,14060.467,0.067,0.2,0.733
BEDEW,0.558,0.47,1.0,0.222,38.216,13246.667,0.053,0.107,0.84
AULAS,0.302,0.348,1.0,0.496,138.237,13137.8,0.053,0.227,0.72
ABATE,0.336,0.525,1.0,0.232,304.813,13996.0,0.213,0.16,0.627
SORNS,0.31,0.153,1.0,0.27,106.442,13871.2,0.12,0.147,0.733
PELTA,0.428,0.461,0.0,0.383,673.619,14087.467,0.067,0.36,0.573
NAAMS,0.329,0.309,1.0,0.977,92.089,13758.067,0.12,0.16,0.72
DOOMS,0.482,0.335,1.0,0.604,21.066,13316.667,0.04,0.12,0.84
IZARD,0.597,0.672,0.0,0.878,89.817,13924.067,0.08,0.253,0.667
CLUNG,0.771,0.638,0.0,0.568,138.543,14386.867,0.12,0.08,0.8
GORSY,0.529,0.424,0.0,0.551,106.27,14236.933,0.08,0.173,0.747
TAGUA,0.487,0.552,1.0,0.715,122.768,14027.333,0.067,0.227,0.707
LURVE,0.59,0.532,0.0,0.611,64.512,13448.867,0.12,0.16,0.72
HEJRA,0.525,0.684,0.0,0.956,132.253,13915.867,0.027,0.36,0.613
MPRET,0.555,0.434,0.0,0.177,167.919,14092.533,0.08,0.28,0.64
APPAM,0.528,0.701,1.0,0.622,30.806,13297.067,0.027,0.147,0.827
DURES,0.407,0.213,0.0,0.111,40.557,13561.067,0.053,0.293,0.653
EMYDS,0.501,0.665,0.0,0.892,23.195,13374.867,0.0,0.253,0.747
LEMUR,0.536,0.629,0.0,0.406,35.467,13668.067,0.027,0.267,0.707
HAAFS,0.418,0.316,1.0,0.948,71.006,13826.667,0.107,0.16,0.733
GAITA,0.438,0.424,1.0,0.313,146.635,13999.8,0.12,0.227,0.653
SOWSE,0.297,0.449,1.0,0.485,74.185,13594.667,0.2,0.04,0.76
GAMUT,0.645,0.558,0.0,0.688,98.484,14429.333,0.107,0.2,0.693
SLOTH,0.512,0.478,0.0,0.313,1351.652,14283.8,0.12,0.187,0.693
LOWER,0.503,0.467,0.0,0.242,26.65,13483.933,0.04,0.253,0.707
AZOTH,0.628,0.63,0.0,0.835,73.667,14484.067,0.08,0.24,0.68
TERRA,0.32,0.454,1.0,0.114,509.381,13602.467,0.053,0.4,0.547
HOLTS,0.512,0.332,0.0,0.467,118.582,14201.467,0.067,0.24,0.693
TABOR,0.492,0.539,0.0,0.303,125.972,14141.267,0.053,0.333,0.613
SHAMS,0.372,0.32,1.0,0.529,48.141,13831.267,0.107,0.16,0.733
HIGHS,0.661,0.532,1.0,0.794,221.109,13873.533,0.04,0.187,0.773
SPIED,0.434,0.37,0.0,0.478,91.839,14045.867,0.107,0.227,0.667
RAGIS,0.398,0.36,0.0,0.345,294.046,13994.267,0.093,0.32,0.587
BROGS,0.547,0.403,0.0,0.779,58.842,13986.667,0.053,0.2,0.747
LIGER,0.506,0.51,0.0,0.158,65.589,13985.2,0.04,0.32,0.64
WELCH,0.693,0.612,0.0,0.603,135.488,14011.4,0.08,0.173,0.747
OXBOW,0.79,0.828,1.0,0.981,14.64,13073.933,0.0,0.053,0.947
TREAT,0.354,0.532,1.0,0.029,502.6,13745.467,0.107,0.347,0.547
BAGIE,0.49,0.454,0.0,0.638,189.861,14254.467,0.173,0.2,0.627
OSLIN,0.439,0.696,0.0,0.315,65.098,14050.333,0.027,0.267,0.707
RUTIN,0.606,0.584,0.0,0.179,147.957,14552.0,0.053,0.307,0.64
PIROG,0.626,0.475,0.0,0.642,1111.577,14213.333,0.053,0.213,0.733
HUSOS,0.419,0.48,1.0,0.642,44.994,13822.533,0.013,0.173,0.813
PLANS,0.44,0.337,0.0,0.179,102.932,14018.133,0.147,0.187,0.667
CELLI,0.524,0.517,1.0,0.162,71.976,13930.4,0.053,0.24,0.707
HINKY,0.78,0.539,0.0,0.76,103.471,13990.2,0.013,0.173,0.813
MODIN,0.639,0.527,0.0,0.229,495.812,13832.6,0.053,0.16,0.787
SIKER,0.391,0.399,0.0,0.495,79.072,13766.667,0.067,0.307,0.627
LADER,0.384,0.423,0.0,0.097,86.486,13664.067,0.067,0.347,0.587
RAJAS,0.357,0.392,1.0,0.858,62.681,13050.6,0.067,0.24,0.693
TAROC,0.478,0.425,0.0,0.192,2210.431,13968.533,0.067,0.36,0.573
DEBEL,0.47,0.492,1.0,0.339,41.497,13348.133,0.04,0.16,0.8
GLADS,0.485,0.417,0.0,0.693,70.975,13901.867,0.093,0.213,0.693
SACRA,0.293,0.427,1.0,0.378,351.015,13204.2,0.093,0.267,0.64
AZURE,0.488,0.64,0.0,0.922,215.341,13535.067,0.147,0.227,0.627
PADDY,0.665,0.482,1.0,0.821,31.734,13507.467,0.067,0.133,0.8
REFEL,0.424,0.512,1.0,0.299,43.115,13594.0,0.053,0.213,0.733
SANAD,0.318,0.293,1.0,0.691,43.858,13658.733,0.08,0.213,0.707
CREIN,0.503,0.551,0.0,0.164,1203.216,14167.733,0.08,0.32,0.6
BIZZO,0.833,0.702,1.0,0.994,39.281,13619.533,0.04,0.093,0.867
DROOL,0.524,0.584,1.0,0.542,58.518,13774.867,0.053,0.147,0.8
LUBRA,0.566,0.662,0.0,0.778,133.708,13370.867,0.027,0.28,0.693
SPANS,0.322,0.311,1.0,0.222,161.702,13826.4,0.147,0.147,0.707
GUTTA,0.602,0.586,1.0,0.588,63.263,14030.267,0.04,0.253,0.707
WHINY,0.801,0.592,0.0,0.399,119.682,14094.333,0.093,0.093,0.813
JORAM,0.586,0.481,0.0,0.393,27.984,13662.0,0.04,0.24,0.72
AFARA,0.333,0.588,1.0,0.49,80.778,13579.0,0.107,0.133,0.76
JIVEY,0.734,0.543,0.0,0.914,19.214,13667.6,0.027,0.187,0.787
DOWEL,0.569,0.463,0.0,0.469,29.934,13381.867,0.053,0.173,0.773
PIZZA,0.749,0.669,1.0,0.993,26.659,13747.267,0.027,0.213,0.76
GOOMY,0.676,0.47,1.0,0.739,24.259,13564.667,0.027,0.067,0.907
MANTA,0.45,0.4,1.0,0.03,51.994,14052.067,0.067,0.24,0.693
QUBIT,0.814,0.71,0.0,0.742,77.541,14057.333,0.08,0.147,0.773
TIDED,0.545,0.467,1.0,0.113,70.0,13963.6,0.053,0.28,0.667
FIEST,0.442,0.575,0.0,0.114,771.609,14105.467,0.12,0.28,0.6
OLLAV,0.556,0.654,1.0,0.403,45.122,13371.2,0.04,0.173,0.787
SLINK,0.555,0.487,0.0,0.5,87.996,14099.867,0.16,0.093,0.747
WHIZZ,0.965,0.719,1.0,0.963,32.091,13878.467,0.053,0.067,0.88
HADST,0.483,0.585,0.0,0.264,259.453,14558.867,0.147,0.24,0.613
CORSE,0.346,0.38,0.0,0.052,445.179,13770.333,0.2,0.187,0.613
ALOOS,0.289,0.411,1.0,0.333,91.628,13502.933,0.053,0.24,0.707
COTED,0.534,0.356,0.0,0.056,161.698,13942.667,0.067,0.28,0.653
TAMIN,0.542,0.498,0.0,0.158,83.921,14390.0,0.08,0.307,0.613
AVISE,0.342,0.594,0.0,0.276,1094.407,14209.533,0.213,0.2,0.587
CTENE,0.434,0.569,1.0,0.049,834.042,14227.8,0.173,0.16,0.667
SIDES,0.27,0.213,1.0,0.126,56.434,13690.933,0.08,0.227,0.693
STOWP,0.586,0.6,0.0,0.617,91.221,13945.2,0.053,0.2,0.747
WAITS,0.457,0.295,0.0,0.338,82.761,13992.2,0.12,0.28,0.6
GOVED,0.644,0.457,0.0,0.434,56.163,13469.867,0.04,0.173,0.787
DOWNS,0.584,0.417,0.0,0.682,169.106,13449.867,0.08,0.12,0.8
RIKWA,0.609,0.685,0.0,0.939,130.859,13723.467,0.04,0.267,0.693
DECIM,0.605,0.612,0.0,0.386,86.884,14138.133,0.04,0.253,0.707
PEEPY,0.506,0.473,1.0,0.747,26.821,13273.733,0.04,0.12,0.84
ROZET,0.526,0.464,0.0,0.913,249.201,13889.467,0.12,0.24,0.64
DYKED,0.677,0.601,1.0,0.95,26.036,13348.8,0.04,0.12,0.84
APORT,0.472,0.615,0.0,0.278,273.42,14344.6,0.093,0.307,0.6
THERM,0.57,0.629,0.0,0.013,128.819,14232.133,0.027,0.347,0.627
BOTEL,0.512,0.368,0.0,0.226,118.274,13882.133,0.053,0.267,0.68
WHITY,0.794,0.58,0.0,0.406,73.866,14378.2,0.08,0.16,0.76
CACHE,0.543,0.513,1.0,0.104,232.371,14033.867,0.173,0.173,0.653
SCROD,0.505,0.482,0.0,0.583,139.354,13739.867,0.053,0.24,0.707
RAPED,0.429,0.402,0.0,0.271,91.368,13956.6,0.08,0.32,0.6
POORI,0.514,0.441,1.0,0.201,161.192,14125.4,0.053,0.187,0.76
BRAAI,0.405,0.482,1.0,0.814,98.257,14045.267,0.12,0.2,0.68
HELIO,0.485,0.55,0.0,0.051,196.811,14319.0,0.053,0.267,0.68
FLANK,0.667,0.581,0.0,0.615,57.884,14218.467,0.147,0.093,0.76
ARTER,0.32,0.479,1.0,0.016,388.028,13778.333,0.08,0.373,0.547
SANTO,0.35,0.332,0.0,0.023,283.508,14233.2,0.12,0.293,0.587
LIPOS,0.474,0.478,0.0,0.52,113.771,14031.067,0.013,0.253,0.733
LAPAS,0.318,0.359,1.0,0.345,33.691,13384.667,0.04,0.24,0.72
BOSSY,0.442,0.493,1.0,0.706,71.513,13460.267,0.08,0.067,0.853
OSMOL,0.447,0.775,1.0,0.647,22.626,13484.733,0.013,0.16,0.827
SUMIS,0.433,0.331,1.0,0.503,41.057,13948.0,0.08,0.12,0.8
TURMS,0.543,0.36,0.0,0.66,86.95,14169.067,0.04,0.28,0.68
CORNO,0.55,0.413,1.0,0.21,239.071,13892.2,0.12,0.12,0.76
BIBBS,0.672,0.482,1.0,0.974,19.097,13442.2,0.027,0.147,0.827
THRID,0.662,0.529,0.0,0.351,136.104,14595.467,0.04,0.307,0.653
SPAHI,0.47,0.541,0.0,0.715,126.449,14496.2,0.12,0.24,0.64
CAUSE,0.342,0.447,0.0,0.351,402.219,13584.933,0.213,0.2,0.587
TAIKO,0.506,0.455,0.0,0.872,295.361,14023.667,0.12,0.24,0.64
ALLAY,0.438,0.522,1.0,0.23,50.996,13369.467,0.067,0.12,0.813
TIMBO,0.661,0.645,0.0,0.556,91.015,14453.333,0.053,0.2,0.747
KNEAD,0.494,0.63,0.0,0.54,39.419,13816.2,0.0,0.333,0.667
PYXIE,0.68,0.658,0.0,0.996,69.065,14073.2,0.133,0.107,0.76
TERZA,0.462,0.506,0.0,0.893,362.331,13599.2,0.04,0.413,0.547
NOOPS,0.457,0.365,1.0,0.683,336.502,13441.4,0.053,0.147,0.8
MURLS,0.541,0.318,0.0,0.769,42.938,13670.6,0.027,0.227,0.747
PILAU,0.557,0.495,0.0,0.614,72.647,14094.2,0.04,0.267,0.693
SHAHS,0.386,0.333,1.0,0.871,47.693,13832.6,0.12,0.133,0.747
RECCE,0.441,0.582,1.0,0.274,574.249,13189.4,0.16,0.107,0.733
PREMS,0.434,0.408,0.0,0.297,68.608,13697.267,0.053,0.28,0.667
GABLE,0.51,0.513,0.0,0.532,104.25,13897.867,0.133,0.2,0.667
TROUT,0.57,0.581,1.0,0.219,104.706,14230.0,0.107,0.16,0.733
GLODE,0.544,0.574,0.0,0.635,155.916,14047.0,0.12,0.133,0.747
LITAS,0.368,0.395,0.0,0.088,222.051,14085.733,0.013,0.427,0.56
SKUGS,0.54,0.443,1.0,0.985,26.307,13475.2,0.053,0.08,0.867
FAGOT,0.608,0.558,0.0,0.638,1064.765,13910.0,0.12,0.2,0.68
CESTI,0.408,0.556,0.0,0.012,313.542,13999.533,0.067,0.373,0.56
NINTA,0.506,0.539,1.0,0.04,71.468,14353.267,0.053,0.32,0.627
AURAE,0.266,0.412,1.0,0.787,361.282,13504.867,0.147,0.227,0.627
WURST,0.586,0.566,0.0,0.755,190.158,14056.333,0.12,0.187,0.693
POOED,0.477,0.282,1.0,0.627,26.953,13502.467,0.053,0.16,0.787
YELTS,0.423,0.413,0.0,0.619,187.203,13964.8,0.053,0.307,0.64
DIVAS,0.5,0.448,0.0,0.484,48.753,13621.333,0.027,0.293,0.68
MOODY,0.647,0.43,1.0,0.79,23.5,13333.333,0.027,0.067,0.907
TICKS,0.599,0.462,0.0,0.435,143.915,13944.0,0.027,0.293,0.68
ULNAD,0.578,0.609,0.0,0.972,95.614,13787.867,0.027,0.253,0.72
BOLDO,0.62,0.491,1.0,0.638,76.788,13343.133,0.067,0.053,0.88
PERVS,0.488,0.315,0.0,0.829,33.374,13594.8,0.04,0.28,0.68
DISHY,0.619,0.611,0.0,0.594,106.312,13998.867,0.04,0.2,0.76
CORDA,0.511,0.422,0.0,0.217,256.183,13576.4,0.067,0.28,0.653
RACKS,0.473,0.391,0.0,0.568,581.459,13142.667,0.067,0.293,0.64
BADDY,0.685,0.498,1.0,0.864,27.073,13464.533,0.067,0.12,0.813
PREST,0.39,0.56,0.0,0.01,428.257,14354.8,0.147,0.28,0.573
KYLIX,0.826,0.698,0.0,0.98,33.429,13853.267,0.04,0.093,0.867
ZOWEE,0.521,0.481,1.0,0.818,20.395,13252.333,0.133,0.027,0.84
CUECA,0.512,0.559,1.0,0.581,390.935,13442.733,0.067,0.267,0.667
IMINO,0.584,0.699,1.0,0.247,266.785,13902.4,0.107,0.08,0.813
DRAYS,0.435,0.426,0.0,0.659,77.715,13831.467,0.12,0.227,0.653
MORON,0.545,0.415,1.0,0.05,46.908,13786.333,0.04,0.16,0.8
QUINS,0.638,0.445,0.0,0.468,53.898,14006.6,0.107,0.133,0.76
DAMNS,0.476,0.357,0.0,0.795,97.984,13739.133,0.107,0.2,0.693
BLOAT,0.523,0.519,0.0,0.461,222.366,14075.8,0.093,0.24,0.667
JEBEL,0.55,0.553,1.0,0.688,34.647,13033.333,0.027,0.147,0.827
JETON,0.573,0.634,0.0,0.259,59.002,14030.533,0.013,0.307,0.68
PUKUS,0.668,0.476,1.0,0.978,15.222,13258.333,0.027,0.107,0.867
LYING,0.717,0.654,0.0,0.37,90.812,14162.533,0.12,0.093,0.787
LATKE,0.451,0.493,0.0,0.762,652.145,13784.933,0.133,0.267,0.6
WASPS,0.401,0.422,1.0,0.664,19.015,13222.867,0.053,0.187,0.76
SNUGS,0.482,0.423,1.0,0.946,35.759,14014.933,0.053,0.133,0.813
HARDS,0.449,0.296,0.0,0.345,40.77,14174.867,0.053,0.32,0.627
HOBOS,0.526,0.435,1.0,0.63,122.041,13669.933,0.027,0.147,0.827
DIGHT,0.758,0.671,0.0,0.65,447.177,14416.6,0.107,0.173,0.72
LAIRS,0.334,0.29,0.0,0.405,260.529,14098.867,0.107,0.32,0.573
EARDS,0.266,0.32,0.0,0.305,139.507,13537.467,0.053,0.4,0.547
NGAPI,0.603,0.682,0.0,0.584,244.04,14322.8,0.093,0.227,0.68
STELE,0.253,0.487,1.0,0.031,524.318,13855.2,0.147,0.2,0.653
BIVVY,0.907,0.636,1.0,0.998,16.217,13689.2,0.027,0.08,0.893
SMITS,0.407,0.331,1.0,0.472,82.308,14179.6,0.12,0.16,0.72
